"id","tableId","customerName","customerPhone","customerEmail","partySize","startTime","endTime","durationMinutes","status","priority","source","createdAt","updatedAt"
"res-1761421861435-108","table-7","Carmen Pérez Molina","+54-11-5555-6666","carmenpérezmolina@live.com","4","2025-10-23T20:00:00.000-03:00","2025-10-23T21:26:00.000-03:00","86","FINISHED","LARGE_GROUP","phone","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861436-109","table-1","Teresa Molina Rodríguez","+54-11-9999-0000","teresamolinarodríguez@gmail.com","8","2025-10-23T20:30:00.000-03:00","2025-10-24T00:30:00.000-03:00","240","CONFIRMED","LARGE_GROUP","phone","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861436-112","table-23","Patricia Navarro Castro","+54-11-5555-6666","patricianavarrocastro@yahoo.com","7","2025-10-19T20:30:00.000-03:00","2025-10-20T00:10:00.000-03:00","220","CANCELLED","VIP","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861436-113","table-18","Carlos López Martín","+54-11-8901-2345","carloslópezmartín@gmail.com","3","2025-10-19T11:30:00.000-03:00","2025-10-19T12:41:00.000-03:00","71","FINISHED","LARGE_GROUP","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861436-114","table-21","Sandra Vega Medina","+54-11-9090-1212","sandravegamedina@gmail.com","5","2025-10-22T13:00:00.000-03:00","2025-10-22T14:52:00.000-03:00","112","SEATED","LARGE_GROUP","app","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861436-115","table-12","Valeria Silva Peña","+54-11-3456-7890","valeriasilvapeña@gmail.com","5","2025-10-23T10:00:00.000-03:00","2025-10-23T11:23:00.000-03:00","83","PENDING","STANDARD","app","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861436-116","table-12","Francisco Martín Ramos","+54-11-1313-4545","franciscomartínramos@hotmail.com","3","2025-10-20T10:30:00.000-03:00","2025-10-20T14:08:00.000-03:00","218","FINISHED","VIP","phone","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861436-117","table-11","Pablo Delgado Molina","+54-11-3456-7890","pablodelgadomolina@gmail.com","3","2025-10-22T16:30:00.000-03:00","2025-10-22T17:46:00.000-03:00","76","SEATED","VIP","app","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861436-119","table-7","Ana García Ortega","+54-11-1212-3434","anagarcíaortega@yahoo.com","5","2025-10-18T21:30:00.000-03:00","2025-10-19T01:30:00.000-03:00","240","PENDING","LARGE_GROUP","app","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861436-120","table-7","José Martínez Medina","+54-11-8901-2345","josémartínezmedina@yahoo.com","4","2025-10-23T10:00:00.000-03:00","2025-10-23T12:29:00.000-03:00","149","FINISHED","STANDARD","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861437-121","table-28","Sebastián Vega Ruiz","+54-11-9999-0000","sebastiánvegaruiz@outlook.com","5","2025-10-23T13:30:00.000-03:00","2025-10-23T15:39:00.000-03:00","129","CANCELLED","VIP","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861437-122","table-1","Isabel Díaz Flores","+54-11-0123-4567","isabeldíazflores@hotmail.com","5","2025-10-24T11:30:00.000-03:00","2025-10-24T12:49:00.000-03:00","79","SEATED","LARGE_GROUP","app","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861437-123","table-12","Natalia Ortega Ramos","+54-11-3333-4444","nataliaortegaramos@live.com","5","2025-10-20T19:00:00.000-03:00","2025-10-20T21:57:00.000-03:00","177","CONFIRMED","STANDARD","phone","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861437-124","table-12","Beatriz Guerrero Silva","+54-11-9999-0000","beatrizguerrerosilva@gmail.com","5","2025-10-19T12:30:00.000-03:00","2025-10-19T14:36:00.000-03:00","126","NO_SHOW","VIP","web","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861437-125","table-14","Alejandro Castro López","+54-11-9999-0000","alejandrocastrolópez@gmail.com","4","2025-10-18T16:00:00.000-03:00","2025-10-18T19:41:00.000-03:00","221","PENDING","VIP","web","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861437-127","table-30","Patricia Navarro Mendoza","+54-11-3333-4444","patricianavarromendoza@gmail.com","2","2025-10-22T19:30:00.000-03:00","2025-10-22T21:36:00.000-03:00","126","CONFIRMED","STANDARD","phone","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861437-129","table-27","Sebastián Vega Navarro","+54-11-8901-2345","sebastiánveganavarro@yahoo.com","6","2025-10-24T11:30:00.000-03:00","2025-10-24T13:54:00.000-03:00","144","SEATED","LARGE_GROUP","phone","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861437-131","table-29","Sofia Reyes García","+54-11-8901-2345","sofiareyesgarcía@live.com","6","2025-10-20T20:00:00.000-03:00","2025-10-20T21:38:00.000-03:00","98","PENDING","VIP","app","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861437-132","table-26","Francisco Martín Mendoza","+54-11-5656-7878","franciscomartínmendoza@outlook.com","4","2025-10-21T22:00:00.000-03:00","2025-10-22T00:22:00.000-03:00","142","CONFIRMED","VIP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861437-133","table-18","Adrián Cabrera Molina","+54-11-6789-0123","adriáncabreramolina@outlook.com","3","2025-10-21T12:00:00.000-03:00","2025-10-21T13:20:00.000-03:00","80","CONFIRMED","STANDARD","phone","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861437-134","table-15","José Martínez Campos","+54-11-3456-7890","josémartínezcampos@yahoo.com","5","2025-10-23T12:00:00.000-03:00","2025-10-23T13:13:00.000-03:00","73","CANCELLED","STANDARD","app","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861437-135","table-13","Mónica Flores Silva","+54-11-6767-8989","mónicafloressilva@yahoo.com","6","2025-10-24T11:00:00.000-03:00","2025-10-24T13:12:00.000-03:00","132","FINISHED","STANDARD","phone","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861437-136","table-17","Francisco Martín Sánchez","+54-11-1111-2222","franciscomartínsánchez@yahoo.com","7","2025-10-19T22:00:00.000-03:00","2025-10-20T01:33:00.000-03:00","213","NO_SHOW","LARGE_GROUP","app","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861437-137","table-20","Lucía Morales Ramos","+54-11-9999-0000","lucíamoralesramos@outlook.com","7","2025-10-19T13:00:00.000-03:00","2025-10-19T15:40:00.000-03:00","160","CANCELLED","VIP","app","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861437-139","table-19","Lucía Morales Molina","+54-11-6767-8989","lucíamoralesmolina@outlook.com","2","2025-10-22T16:30:00.000-03:00","2025-10-22T17:46:00.000-03:00","76","FINISHED","LARGE_GROUP","phone","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861437-140","table-10","Carlos López Ortega","+54-11-0123-4567","carloslópezortega@hotmail.com","3","2025-10-21T16:30:00.000-03:00","2025-10-21T20:26:00.000-03:00","236","FINISHED","LARGE_GROUP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861438-142","table-29","Lucía Morales Silva","+54-11-5555-6666","lucíamoralessilva@outlook.com","5","2025-10-22T17:00:00.000-03:00","2025-10-22T18:34:00.000-03:00","94","CONFIRMED","VIP","phone","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861438-143","table-26","Sofia Reyes Silva","+54-11-5656-7878","sofiareyessilva@live.com","4","2025-10-18T16:30:00.000-03:00","2025-10-18T19:27:00.000-03:00","177","NO_SHOW","VIP","web","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861438-144","table-3","María Rodríguez Rodríguez","+54-11-2345-6789","maríarodríguezrodríguez@hotmail.com","3","2025-10-21T20:00:00.000-03:00","2025-10-21T22:07:00.000-03:00","127","FINISHED","VIP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861438-145","table-14","María Rodríguez Fuentes","+54-11-4567-8901","maríarodríguezfuentes@outlook.com","4","2025-10-20T12:30:00.000-03:00","2025-10-20T16:25:00.000-03:00","235","FINISHED","STANDARD","web","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861438-148","table-13","Hugo Aguilar Martínez","+54-11-3456-7890","hugoaguilarmartínez@gmail.com","5","2025-10-22T15:00:00.000-03:00","2025-10-22T17:53:00.000-03:00","173","SEATED","STANDARD","web","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861438-149","table-15","Daniel Campos Serrano","+54-11-3456-7890","danielcamposserrano@outlook.com","5","2025-10-18T14:30:00.000-03:00","2025-10-18T16:55:00.000-03:00","145","CONFIRMED","LARGE_GROUP","web","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861438-150","table-27","Miguel González Herrera","+54-11-9012-3456","miguelgonzálezherrera@outlook.com","4","2025-10-23T16:00:00.000-03:00","2025-10-23T19:25:00.000-03:00","205","SEATED","VIP","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861438-151","table-18","Javier Torres Romero","+54-11-3333-4444","javiertorresromero@yahoo.com","4","2025-10-19T22:30:00.000-03:00","2025-10-20T00:44:00.000-03:00","134","SEATED","VIP","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861438-153","table-23","María Rodríguez Sánchez","+54-11-4567-8901","maríarodríguezsánchez@yahoo.com","6","2025-10-18T17:00:00.000-03:00","2025-10-18T18:54:00.000-03:00","114","CANCELLED","VIP","app","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861438-154","table-29","Antonio Ruiz Herrera","+54-11-8901-2345","antonioruizherrera@gmail.com","5","2025-10-22T10:30:00.000-03:00","2025-10-22T12:25:00.000-03:00","115","FINISHED","LARGE_GROUP","phone","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861438-155","table-20","Beatriz Guerrero Espinoza","+54-11-6767-8989","beatrizguerreroespinoza@yahoo.com","6","2025-10-24T11:00:00.000-03:00","2025-10-24T12:59:00.000-03:00","119","CANCELLED","VIP","phone","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861438-156","table-2","Teresa Molina Molina","+54-11-1313-4545","teresamolinamolina@yahoo.com","6","2025-10-19T18:30:00.000-03:00","2025-10-19T20:45:00.000-03:00","135","SEATED","LARGE_GROUP","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861438-157","table-7","Roberto Herrera Pérez","+54-11-6789-0123","robertoherrerapérez@gmail.com","4","2025-10-22T20:30:00.000-03:00","2025-10-22T22:11:00.000-03:00","101","FINISHED","VIP","app","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861439-158","table-9","José Martínez Vega","+54-11-0123-4567","josémartínezvega@hotmail.com","2","2025-10-19T10:30:00.000-03:00","2025-10-19T13:02:00.000-03:00","152","SEATED","VIP","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861439-159","table-19","Mónica Flores Aguilar","+54-11-3456-7890","mónicafloresaguilar@gmail.com","3","2025-10-18T16:30:00.000-03:00","2025-10-18T18:35:00.000-03:00","125","CONFIRMED","VIP","phone","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861439-160","table-27","Cristina Romero Molina","+54-11-6767-8989","cristinaromeromolina@yahoo.com","5","2025-10-21T19:30:00.000-03:00","2025-10-21T21:00:00.000-03:00","90","FINISHED","VIP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861439-161","table-22","María Rodríguez Jiménez","+54-11-8901-2345","maríarodríguezjiménez@gmail.com","5","2025-10-19T11:00:00.000-03:00","2025-10-19T12:17:00.000-03:00","77","FINISHED","STANDARD","walkin","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861439-162","table-1","María Rodríguez Vega","+54-11-1313-4545","maríarodríguezvega@gmail.com","6","2025-10-22T21:30:00.000-03:00","2025-10-23T00:31:00.000-03:00","181","CONFIRMED","STANDARD","walkin","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861439-163","table-21","José Martínez Herrera","+54-11-9999-0000","josémartínezherrera@outlook.com","3","2025-10-23T10:30:00.000-03:00","2025-10-23T13:46:00.000-03:00","196","CONFIRMED","LARGE_GROUP","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861439-164","table-1","Rubén Herrera Peña","+54-11-9999-0000","rubénherrerapeña@hotmail.com","6","2025-10-22T18:00:00.000-03:00","2025-10-22T20:19:00.000-03:00","139","FINISHED","LARGE_GROUP","walkin","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861439-165","table-6","David Jiménez González","+54-11-9090-1212","davidjiménezgonzález@gmail.com","3","2025-10-20T18:00:00.000-03:00","2025-10-20T21:43:00.000-03:00","223","CONFIRMED","STANDARD","phone","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861439-166","table-29","Teresa Molina Vargas","+54-11-3456-7890","teresamolinavargas@yahoo.com","6","2025-10-23T21:30:00.000-03:00","2025-10-24T01:05:00.000-03:00","215","CONFIRMED","VIP","walkin","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861439-167","table-29","Fernando Ramos Martín","+54-11-4567-8901","fernandoramosmartín@hotmail.com","6","2025-10-21T19:30:00.000-03:00","2025-10-21T21:16:00.000-03:00","106","FINISHED","VIP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861439-168","table-19","Antonio Ruiz Molina","+54-11-1313-4545","antonioruizmolina@live.com","2","2025-10-23T15:30:00.000-03:00","2025-10-23T18:07:00.000-03:00","157","PENDING","LARGE_GROUP","app","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861439-169","table-17","Lucía Morales Guerrero","+54-11-2345-6789","lucíamoralesguerrero@outlook.com","8","2025-10-18T18:00:00.000-03:00","2025-10-18T19:10:00.000-03:00","70","SEATED","VIP","web","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861439-171","table-28","Hugo Aguilar Mendoza","+54-11-9999-0000","hugoaguilarmendoza@outlook.com","3","2025-10-18T12:00:00.000-03:00","2025-10-18T15:14:00.000-03:00","194","CONFIRMED","STANDARD","app","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861440-172","table-1","Laura Sánchez Ramos","+54-11-9090-1212","laurasánchezramos@hotmail.com","7","2025-10-20T12:00:00.000-03:00","2025-10-20T13:31:00.000-03:00","91","NO_SHOW","LARGE_GROUP","phone","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861440-173","table-18","Sandra Vega Reyes","+54-11-0123-4567","sandravegareyes@live.com","3","2025-10-18T12:30:00.000-03:00","2025-10-18T15:46:00.000-03:00","196","FINISHED","LARGE_GROUP","app","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861440-174","table-11","David Jiménez Aguilar","+54-11-8901-2345","davidjiménezaguilar@gmail.com","5","2025-10-20T11:00:00.000-03:00","2025-10-20T13:11:00.000-03:00","131","CANCELLED","VIP","walkin","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861440-178","table-24","Mónica Flores Jiménez","+54-11-5678-9012","mónicafloresjiménez@yahoo.com","5","2025-10-20T13:30:00.000-03:00","2025-10-20T16:48:00.000-03:00","198","CONFIRMED","STANDARD","walkin","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861440-179","table-3","Elena Moreno Pérez","+54-11-6789-0123","elenamorenopérez@outlook.com","2","2025-10-23T14:30:00.000-03:00","2025-10-23T17:07:00.000-03:00","157","FINISHED","VIP","phone","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861440-180","table-23","Beatriz Guerrero Vega","+54-11-1111-2222","beatrizguerrerovega@yahoo.com","5","2025-10-23T13:00:00.000-03:00","2025-10-23T15:33:00.000-03:00","153","NO_SHOW","STANDARD","app","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861440-181","table-5","Roberto Herrera Torres","+54-11-9999-0000","robertoherreratorres@live.com","2","2025-10-19T18:30:00.000-03:00","2025-10-19T19:47:00.000-03:00","77","NO_SHOW","LARGE_GROUP","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861440-182","table-14","Daniel Campos González","+54-11-6767-8989","danielcamposgonzález@hotmail.com","3","2025-10-20T21:30:00.000-03:00","2025-10-21T00:14:00.000-03:00","164","SEATED","LARGE_GROUP","app","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861440-183","table-5","Álvaro Serrano Fuentes","+54-11-6767-8989","álvaroserranofuentes@live.com","2","2025-10-18T19:30:00.000-03:00","2025-10-18T20:59:00.000-03:00","89","SEATED","LARGE_GROUP","walkin","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861441-188","table-10","David Jiménez Vargas","+54-11-9090-1212","davidjiménezvargas@hotmail.com","2","2025-10-19T12:30:00.000-03:00","2025-10-19T14:54:00.000-03:00","144","PENDING","VIP","app","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861441-190","table-24","Fernando Ramos Romero","+54-11-2345-6789","fernandoramosromero@hotmail.com","8","2025-10-22T13:00:00.000-03:00","2025-10-22T16:13:00.000-03:00","193","NO_SHOW","STANDARD","phone","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861441-191","table-3","Francisco Martín Martínez","+54-11-9012-3456","franciscomartínmartínez@hotmail.com","2","2025-10-19T16:30:00.000-03:00","2025-10-19T17:40:00.000-03:00","70","NO_SHOW","VIP","app","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861441-195","table-18","Roberto Herrera Martínez","+54-11-0123-4567","robertoherreramartínez@hotmail.com","3","2025-10-18T19:00:00.000-03:00","2025-10-18T22:43:00.000-03:00","223","FINISHED","STANDARD","phone","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861441-196","table-8","Rubén Herrera Pérez","+54-11-7777-8888","rubénherrerapérez@yahoo.com","7","2025-10-19T14:00:00.000-03:00","2025-10-19T16:40:00.000-03:00","160","NO_SHOW","LARGE_GROUP","app","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861441-197","table-17","Nicolás Fuentes González","+54-11-4567-8901","nicolásfuentesgonzález@outlook.com","8","2025-10-20T10:00:00.000-03:00","2025-10-20T12:36:00.000-03:00","156","CONFIRMED","LARGE_GROUP","phone","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861441-198","table-2","Cristina Romero Ramos","+54-11-7890-1234","cristinaromeroramos@live.com","6","2025-10-21T13:30:00.000-03:00","2025-10-21T16:10:00.000-03:00","160","CANCELLED","VIP","app","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861441-199","table-26","Adrián Cabrera Pérez","+54-11-1313-4545","adriáncabrerapérez@hotmail.com","5","2025-10-23T17:30:00.000-03:00","2025-10-23T18:31:00.000-03:00","61","FINISHED","VIP","web","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861441-201","table-13","Miguel González Rodríguez","+54-11-1234-5678","miguelgonzálezrodríguez@live.com","6","2025-10-18T21:30:00.000-03:00","2025-10-19T00:47:00.000-03:00","197","NO_SHOW","VIP","phone","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861441-202","table-8","Elena Moreno Ruiz","+54-11-1212-3434","elenamorenoruiz@hotmail.com","6","2025-10-20T16:30:00.000-03:00","2025-10-20T19:13:00.000-03:00","163","PENDING","VIP","web","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861441-204","table-17","Laura Sánchez Herrera","+54-11-3333-4444","laurasánchezherrera@outlook.com","7","2025-10-18T15:00:00.000-03:00","2025-10-18T17:40:00.000-03:00","160","SEATED","LARGE_GROUP","phone","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861442-205","table-23","Raquel Vargas López","+54-11-2345-6789","raquelvargaslópez@outlook.com","5","2025-10-20T10:30:00.000-03:00","2025-10-20T13:19:00.000-03:00","169","CONFIRMED","LARGE_GROUP","app","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861442-206","table-11","Roberto Herrera Fuentes","+54-11-5656-7878","robertoherrerafuentes@yahoo.com","5","2025-10-24T19:30:00.000-03:00","2025-10-24T21:47:00.000-03:00","137","PENDING","LARGE_GROUP","walkin","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861442-207","table-5","Carlos López Silva","+54-11-3456-7890","carloslópezsilva@hotmail.com","3","2025-10-19T15:00:00.000-03:00","2025-10-19T18:11:00.000-03:00","191","PENDING","LARGE_GROUP","walkin","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861442-209","table-12","Rubén Herrera López","+54-11-3333-4444","rubénherreralópez@hotmail.com","3","2025-10-21T15:00:00.000-03:00","2025-10-21T18:26:00.000-03:00","206","CANCELLED","LARGE_GROUP","phone","2025-10-22T00:00:00.000-03:00","2025-10-22T00:00:00.000-03:00"
"res-1761421861442-211","table-27","María Rodríguez Reyes","+54-11-1111-2222","maríarodríguezreyes@hotmail.com","4","2025-10-23T10:30:00.000-03:00","2025-10-23T13:09:00.000-03:00","159","FINISHED","LARGE_GROUP","walkin","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861442-212","table-19","Ana García Vega","+54-11-9090-1212","anagarcíavega@yahoo.com","2","2025-10-20T14:30:00.000-03:00","2025-10-20T17:23:00.000-03:00","173","CONFIRMED","VIP","phone","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861442-214","table-26","Cristina Romero Herrera","+54-11-1234-5678","cristinaromeroherrera@outlook.com","3","2025-10-19T14:00:00.000-03:00","2025-10-19T17:26:00.000-03:00","206","FINISHED","STANDARD","phone","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861443-215","table-24","Natalia Ortega Fuentes","+54-11-5678-9012","nataliaortegafuentes@live.com","6","2025-10-23T16:30:00.000-03:00","2025-10-23T19:04:00.000-03:00","154","PENDING","STANDARD","app","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861443-217","table-14","Valeria Silva Silva","+54-11-4567-8901","valeriasilvasilva@gmail.com","3","2025-10-23T16:00:00.000-03:00","2025-10-23T19:06:00.000-03:00","186","NO_SHOW","STANDARD","phone","2025-10-24T00:00:00.000-03:00","2025-10-24T00:00:00.000-03:00"
"res-1761421861443-218","table-9","Mónica Flores Vargas","+54-11-7777-8888","mónicafloresvargas@gmail.com","2","2025-10-24T12:00:00.000-03:00","2025-10-24T13:32:00.000-03:00","92","NO_SHOW","VIP","phone","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861443-219","table-30","Francisco Martín Díaz","+54-11-5678-9012","franciscomartíndíaz@gmail.com","3","2025-10-20T13:30:00.000-03:00","2025-10-20T15:42:00.000-03:00","132","FINISHED","LARGE_GROUP","walkin","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861443-221","table-15","Rubén Herrera Espinoza","+54-11-1234-5678","rubénherreraespinoza@gmail.com","6","2025-10-24T18:00:00.000-03:00","2025-10-24T20:08:00.000-03:00","128","SEATED","STANDARD","walkin","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861443-222","table-4","José Martínez Espinoza","+54-11-9012-3456","josémartínezespinoza@outlook.com","6","2025-10-24T20:00:00.000-03:00","2025-10-24T22:02:00.000-03:00","122","PENDING","STANDARD","walkin","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861443-223","table-25","Roberto Herrera López","+54-11-3456-7890","robertoherreralópez@yahoo.com","3","2025-10-19T18:30:00.000-03:00","2025-10-19T22:21:00.000-03:00","231","FINISHED","VIP","walkin","2025-10-20T00:00:00.000-03:00","2025-10-20T00:00:00.000-03:00"
"res-1761421861443-224","table-24","Ana García Ortega","+54-11-5656-7878","anagarcíaortega@yahoo.com","6","2025-10-18T19:00:00.000-03:00","2025-10-18T21:40:00.000-03:00","160","PENDING","VIP","phone","2025-10-19T00:00:00.000-03:00","2025-10-19T00:00:00.000-03:00"
"res-1761421861443-226","table-26","Ana García Vega","+54-11-1234-5678","anagarcíavega@gmail.com","4","2025-10-20T10:30:00.000-03:00","2025-10-20T12:32:00.000-03:00","122","CONFIRMED","STANDARD","app","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861443-227","table-6","Francisco Martín Vega","+54-11-1111-2222","franciscomartínvega@live.com","4","2025-10-20T14:00:00.000-03:00","2025-10-20T15:25:00.000-03:00","85","SEATED","STANDARD","walkin","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
"res-1761421861443-228","table-14","David Jiménez Fuentes","+54-11-3456-7890","davidjiménezfuentes@hotmail.com","4","2025-10-24T11:00:00.000-03:00","2025-10-24T14:12:00.000-03:00","192","CANCELLED","STANDARD","phone","2025-10-25T00:00:00.000-03:00","2025-10-25T00:00:00.000-03:00"
"res-1761421861443-229","table-29","Natalia Ortega García","+54-11-1212-3434","nataliaortegagarcía@outlook.com","5","2025-10-22T13:30:00.000-03:00","2025-10-22T16:06:00.000-03:00","156","FINISHED","VIP","app","2025-10-23T00:00:00.000-03:00","2025-10-23T00:00:00.000-03:00"
"res-1761421861443-230","table-23","Valeria Silva Martín","+54-11-5555-6666","valeriasilvamartín@hotmail.com","6","2025-10-20T16:30:00.000-03:00","2025-10-20T19:26:00.000-03:00","176","CONFIRMED","LARGE_GROUP","phone","2025-10-21T00:00:00.000-03:00","2025-10-21T00:00:00.000-03:00"
